Date,0,1
22-Feb-16,1.0,4.0
22-Feb-17,2.0,8.0
22-Jan-16,2.0,5.0
22-Jan-17,2.0,
22-Jan-18,8.0,8.0
22-Jul-15,2.0,5.0
22-Jul-16,3.0,4.0
22-Jul-17,1.0,1.0
22-Jun-15,1.0,1.0
22-Jun-16,2.0,7.0
22-Jun-17,3.0,6.0
22-Mar-16,3.0,2.0
22-Mar-17,5.0,2.0
22-May-16,,2.0
22-May-17,15.0,13.0
22-Nov-15,,1.0
22-Nov-16,2.0,6.0
22-Nov-17,7.0,7.0
22-Oct-15,1.0,6.0
22-Oct-16,2.0,
22-Oct-17,1.0,1.0
22-Sep-15,2.0,5.0
22-Sep-16,2.0,4.0
22-Sep-17,7.0,6.0
23-Apr-16,1.0,1.0
23-Apr-17,1.0,1.0
23-Aug-15,1.0,
23-Aug-16,1.0,4.0
23-Aug-17,8.0,6.0
23-Dec-15,1.0,1.0
23-Dec-16,,5.0
23-Dec-17,1.0,2.0
23-Feb-16,5.0,3.0
23-Feb-17,5.0,6.0
23-Jan-16,,2.0
23-Jan-17,1.0,8.0
23-Jan-18,11.0,7.0
23-Jul-15,4.0,4.0
23-Jul-16,1.0,1.0
23-Jul-17,,1.0
23-Jun-15,2.0,4.0
23-Jun-16,4.0,6.0
23-Jun-17,5.0,5.0
23-Mar-16,1.0,5.0
23-Mar-17,3.0,7.0
23-May-16,1.0,3.0
23-May-17,8.0,6.0
23-Nov-15,2.0,2.0
23-Nov-16,1.0,5.0
23-Nov-17,6.0,3.0
23-Oct-15,4.0,1.0
23-Oct-16,1.0,1.0
23-Oct-17,7.0,8.0
23-Sep-15,1.0,3.0
23-Sep-16,2.0,4.0
23-Sep-17,1.0,1.0
24-Apr-16,1.0,1.0
24-Apr-17,2.0,6.0
24-Aug-15,2.0,5.0
24-Aug-16,3.0,4.0
24-Aug-17,6.0,6.0
24-Dec-15,1.0,2.0
24-Dec-17,2.0,
24-Feb-16,1.0,5.0
24-Feb-17,3.0,6.0
24-Jan-16,,1.0
24-Jan-17,6.0,2.0
24-Jan-18,6.0,12.0
24-Jul-15,1.0,5.0
24-Jul-16,1.0,1.0
24-Jul-17,6.0,8.0
24-Jun-15,3.0,6.0
24-Jun-16,3.0,5.0
24-Jun-17,,2.0
24-Mar-16,3.0,2.0
24-Mar-17,2.0,4.0
24-May-16,4.0,3.0
24-May-17,6.0,3.0
24-Nov-15,1.0,2.0
24-Nov-17,3.0,5.0
24-Oct-15,,2.0
24-Oct-16,6.0,4.0
24-Oct-17,8.0,8.0
24-Sep-15,3.0,3.0
24-Sep-16,1.0,1.0
24-Sep-17,1.0,1.0
25-Apr-16,4.0,4.0
25-Apr-17,6.0,7.0
25-Aug-15,3.0,3.0
25-Aug-16,3.0,5.0
25-Aug-17,5.0,6.0
25-Feb-16,4.0,3.0
25-Feb-17,,2.0
25-Jan-16,2.0,2.0
25-Jan-17,3.0,7.0
25-Jan-18,7.0,10.0
25-Jul-15,,2.0
25-Jul-16,2.0,3.0
25-Jul-17,8.0,5.0
25-Jun-15,,7.0
25-Jun-16,1.0,1.0
25-Jun-17,1.0,1.0
25-Mar-16,2.0,2.0
25-Mar-17,1.0,1.0
25-May-16,3.0,4.0
25-May-17,8.0,1.0
25-Nov-15,3.0,1.0
25-Nov-16,,2.0
25-Nov-17,3.0,
25-Oct-15,1.0,
25-Oct-16,4.0,3.0
25-Oct-17,7.0,10.0
25-Sep-15,1.0,5.0
25-Sep-16,1.0,1.0
25-Sep-17,9.0,4.0
26-Apr-16,3.0,1.0
26-Apr-17,6.0,6.0
26-Aug-15,5.0,1.0
26-Aug-16,3.0,3.0
26-Aug-17,2.0,
26-Dec-15,,2.0
26-Dec-17,1.0,2.0
26-Feb-16,2.0,3.0
26-Feb-17,,2.0
26-Jan-16,4.0,3.0
26-Jan-17,4.0,5.0
26-Jan-18,8.0,9.0
26-Jul-15,1.0,
